datetime,month,hour,total_energy_kwh,source,power_outage,temperature_celsius,foot_traffic,hvac_kwh,lighting_kwh,escalators_kwh,refrigeration_kwh,security_it_kwh,other_kwh
2026-02-10 05:00:00,2,5,975.86,Grid,0,16.4,0,409.86,273.24,87.83,87.83,58.55,58.55
2026-02-10 06:00:00,2,6,957.84,Grid,0,16.6,0,402.29,268.2,86.21,86.21,57.47,57.47
2026-02-10 07:00:00,2,7,962.97,Grid,0,17.1,0,404.45,269.63,86.67,86.67,57.78,57.78
2026-02-10 08:00:00,2,8,2249.49,Grid,0,19.8,0,944.79,629.86,202.45,202.45,134.97,134.97
2026-02-10 09:00:00,2,9,3917.92,Grid,0,20.2,3081,1645.53,1097.02,352.61,352.61,235.08,235.08
2026-02-10 10:00:00,2,10,3866.78,Grid,0,22.8,3041,1624.05,1082.7,348.01,348.01,232.01,232.01
2026-02-10 11:00:00,2,11,3805.68,Grid,0,22.5,2993,1598.39,1065.59,342.51,342.51,228.34,228.34
2026-02-10 12:00:00,2,12,5205.93,Generator,1,24.5,4367,2186.49,1457.66,468.53,468.53,312.36,312.36
2026-02-10 13:00:00,2,13,5461.02,Grid,0,24.5,4139,2293.63,1529.09,491.49,491.49,327.66,327.66
2026-02-10 14:00:00,2,14,6796.11,Grid,0,28.0,4052,2854.36,1902.91,611.65,611.65,407.77,407.77
2026-02-10 15:00:00,2,15,5092.67,Grid,0,27.8,3075,2138.92,1425.95,458.34,458.34,305.56,305.56
2026-02-10 16:00:00,2,16,4898.1,Grid,0,27.3,3047,2057.2,1371.47,440.83,440.83,293.89,293.89
2026-02-10 17:00:00,2,17,6987.39,Grid,0,27.3,4347,2934.7,1956.47,628.87,628.87,419.24,419.24
2026-02-10 18:00:00,2,18,7367.2,Grid,0,27.3,4575,3094.23,2062.82,663.05,663.05,442.03,442.03
2026-02-10 19:00:00,2,19,6614.64,Grid,0,26.4,4362,2778.15,1852.1,595.32,595.32,396.88,396.88
2026-02-10 20:00:00,2,20,4093.46,Grid,0,25.1,2959,1719.25,1146.17,368.41,368.41,245.61,245.61
2026-02-10 21:00:00,2,21,3777.8,Grid,0,21.9,2971,1586.68,1057.78,340.0,340.0,226.67,226.67
2026-02-10 22:00:00,2,22,982.83,Grid,0,21.3,0,412.79,275.19,88.45,88.45,58.97,58.97
2026-02-10 23:00:00,2,23,992.94,Grid,0,21.5,0,417.04,278.02,89.36,89.36,59.58,59.58
2026-02-11 00:00:00,2,0,944.25,Grid,0,19.7,0,396.59,264.39,84.98,84.98,56.66,56.66
2026-02-11 01:00:00,2,1,923.76,Grid,0,17.8,0,387.98,258.65,83.14,83.14,55.43,55.43
2026-02-11 02:00:00,2,2,960.44,Grid,0,15.4,0,403.38,268.92,86.44,86.44,57.63,57.63
2026-02-11 03:00:00,2,3,970.49,Grid,0,16.2,0,407.61,271.74,87.34,87.34,58.23,58.23
2026-02-11 04:00:00,2,4,985.29,Grid,0,15.6,0,413.82,275.88,88.68,88.68,59.12,59.12
2026-02-11 05:00:00,2,5,928.46,Grid,0,17.8,0,389.95,259.97,83.56,83.56,55.71,55.71
2026-02-11 06:00:00,2,6,930.0,Grid,0,15.8,0,390.6,260.4,83.7,83.7,55.8,55.8
2026-02-11 07:00:00,2,7,835.97,Generator,1,18.5,0,351.11,234.07,75.24,75.24,50.16,50.16
2026-02-11 08:00:00,2,8,2337.35,Grid,0,19.1,0,981.69,654.46,210.36,210.36,140.24,140.24
2026-02-11 09:00:00,2,9,3319.96,Generator,1,22.2,2901,1394.38,929.59,298.8,298.8,199.2,199.2
2026-02-11 10:00:00,2,10,3715.59,Grid,0,21.7,2922,1560.55,1040.37,334.4,334.4,222.94,222.94
2026-02-11 11:00:00,2,11,3695.93,Grid,0,24.0,2906,1552.29,1034.86,332.63,332.63,221.76,221.76
2026-02-11 12:00:00,2,12,4826.61,Generator,1,23.6,4218,2027.18,1351.45,434.39,434.39,289.6,289.6
2026-02-11 13:00:00,2,13,6510.72,Grid,0,26.8,4172,2734.5,1823.0,585.97,585.97,390.64,390.64
2026-02-11 14:00:00,2,14,6609.74,Grid,0,27.3,4110,2776.09,1850.73,594.88,594.88,396.58,396.58
2026-02-11 15:00:00,2,15,5085.08,Grid,0,28.2,2986,2135.73,1423.82,457.66,457.66,305.1,305.1
2026-02-11 16:00:00,2,16,5399.16,Grid,0,29.1,3018,2267.65,1511.76,485.92,485.92,323.95,323.95
2026-02-11 17:00:00,2,17,7962.8,Grid,0,28.9,4512,3344.38,2229.58,716.65,716.65,477.77,477.77
2026-02-11 18:00:00,2,18,7690.36,Grid,0,27.7,4654,3229.95,2153.3,692.13,692.13,461.42,461.42
2026-02-11 19:00:00,2,19,7854.21,Grid,0,28.5,4552,3298.77,2199.18,706.88,706.88,471.25,471.25
2026-02-11 20:00:00,2,20,4203.9,Grid,0,25.4,2966,1765.64,1177.09,378.35,378.35,252.23,252.23
2026-02-11 21:00:00,2,21,3789.19,Grid,0,22.7,2980,1591.46,1060.97,341.03,341.03,227.35,227.35
2026-02-11 22:00:00,2,22,838.83,Generator,1,19.3,0,352.31,234.87,75.49,75.49,50.33,50.33
2026-02-11 23:00:00,2,23,979.92,Grid,0,20.7,0,411.57,274.38,88.19,88.19,58.8,58.8
2026-02-12 00:00:00,2,0,954.0,Grid,0,21.0,0,400.68,267.12,85.86,85.86,57.24,57.24
2026-02-12 01:00:00,2,1,842.42,Generator,1,18.7,0,353.82,235.88,75.82,75.82,50.55,50.55
2026-02-12 02:00:00,2,2,974.28,Grid,0,18.0,0,409.2,272.8,87.68,87.68,58.46,58.46
2026-02-12 03:00:00,2,3,984.03,Grid,0,16.3,0,413.29,275.53,88.56,88.56,59.04,59.04
2026-02-12 04:00:00,2,4,942.56,Grid,0,15.8,0,395.87,263.92,84.83,84.83,56.55,56.55
2026-02-12 05:00:00,2,5,984.98,Grid,0,17.6,0,413.69,275.79,88.65,88.65,59.1,59.1
2026-02-12 06:00:00,2,6,953.35,Grid,0,16.6,0,400.41,266.94,85.8,85.8,57.2,57.2
2026-02-12 07:00:00,2,7,988.79,Grid,0,17.1,0,415.29,276.86,88.99,88.99,59.33,59.33
2026-02-12 08:00:00,2,8,2210.07,Grid,0,18.7,0,928.23,618.82,198.91,198.91,132.6,132.6
2026-02-12 09:00:00,2,9,3976.73,Grid,0,21.4,3127,1670.23,1113.48,357.91,357.91,238.6,238.6
2026-02-12 10:00:00,2,10,3872.66,Grid,0,21.8,3045,1626.52,1084.34,348.54,348.54,232.36,232.36
2026-02-12 11:00:00,2,11,3802.73,Grid,0,22.9,2990,1597.15,1064.76,342.25,342.25,228.16,228.16
2026-02-12 12:00:00,2,12,5381.05,Grid,0,23.9,4232,2260.04,1506.69,484.29,484.29,322.86,322.86
2026-02-12 13:00:00,2,13,5954.43,Grid,0,25.6,4165,2500.86,1667.24,535.9,535.9,357.27,357.27
2026-02-12 14:00:00,2,14,7394.73,Grid,0,29.0,4164,3105.79,2070.52,665.53,665.53,443.68,443.68
2026-02-12 15:00:00,2,15,4487.53,Generator,1,27.5,3061,1884.76,1256.51,403.88,403.88,269.25,269.25
2026-02-12 16:00:00,2,16,4378.04,Generator,1,27.8,2935,1838.78,1225.85,394.02,394.02,262.68,262.68
2026-02-12 17:00:00,2,17,8665.75,Grid,0,29.9,4628,3639.61,2426.41,779.92,779.92,519.94,519.94
2026-02-12 18:00:00,2,18,7876.63,Grid,0,28.6,4530,3308.19,2205.46,708.9,708.9,472.6,472.6
2026-02-12 19:00:00,2,19,7135.45,Grid,0,26.7,4628,2996.89,1997.93,642.19,642.19,428.13,428.13
2026-02-12 20:00:00,2,20,4322.51,Grid,0,26.1,2915,1815.45,1210.3,389.03,389.03,259.35,259.35
2026-02-12 21:00:00,2,21,4037.81,Grid,0,25.1,2923,1695.88,1130.59,363.4,363.4,242.27,242.27
2026-02-12 22:00:00,2,22,987.86,Grid,0,22.4,0,414.9,276.6,88.91,88.91,59.27,59.27
2026-02-12 23:00:00,2,23,964.0,Grid,0,20.7,0,404.88,269.92,86.76,86.76,57.84,57.84
2026-02-13 00:00:00,2,0,987.76,Grid,0,20.9,0,414.86,276.57,88.9,88.9,59.27,59.27
2026-02-13 01:00:00,2,1,953.97,Grid,0,18.9,0,400.67,267.11,85.86,85.86,57.24,57.24
2026-02-13 02:00:00,2,2,937.46,Grid,0,16.2,0,393.73,262.49,84.37,84.37,56.25,56.25
2026-02-13 03:00:00,2,3,932.9,Grid,0,15.2,0,391.82,261.21,83.96,83.96,55.97,55.97
2026-02-13 04:00:00,2,4,1000.33,Grid,0,14.6,0,420.14,280.09,90.03,90.03,60.02,60.02
2026-02-13 05:00:00,2,5,972.06,Grid,0,16.2,0,408.26,272.18,87.49,87.49,58.32,58.32
2026-02-13 06:00:00,2,6,982.28,Grid,0,17.9,0,412.56,275.04,88.41,88.41,58.94,58.94
2026-02-13 07:00:00,2,7,971.75,Grid,0,18.4,0,408.13,272.09,87.46,87.46,58.3,58.3
2026-02-13 08:00:00,2,8,2380.37,Grid,0,17.6,0,999.76,666.5,214.23,214.23,142.82,142.82
2026-02-13 09:00:00,2,9,3723.79,Grid,0,21.6,2928,1563.99,1042.66,335.14,335.14,223.43,223.43
2026-02-13 10:00:00,2,10,3732.83,Grid,0,20.5,2935,1567.79,1045.19,335.95,335.95,223.97,223.97
2026-02-13 11:00:00,2,11,3980.54,Grid,0,24.2,3088,1671.83,1114.55,358.25,358.25,238.83,238.83
2026-02-13 12:00:00,2,12,5495.14,Grid,0,24.1,4304,2307.96,1538.64,494.56,494.56,329.71,329.71
2026-02-13 13:00:00,2,13,6652.78,Grid,0,27.7,4043,2794.17,1862.78,598.75,598.75,399.17,399.17
2026-02-13 14:00:00,2,14,6319.5,Grid,0,26.9,4044,2654.19,1769.46,568.76,568.76,379.17,379.17
2026-02-13 15:00:00,2,15,4934.51,Grid,0,28.3,2889,2072.49,1381.66,444.11,444.11,296.07,296.07
2026-02-13 16:00:00,2,16,5174.28,Grid,0,28.7,2962,2173.2,1448.8,465.68,465.68,310.46,310.46
2026-02-13 17:00:00,2,17,7547.73,Grid,0,27.5,4636,3170.05,2113.36,679.3,679.3,452.86,452.86
2026-02-13 18:00:00,2,18,6731.84,Grid,0,26.5,4415,2827.37,1884.92,605.87,605.87,403.91,403.91
2026-02-13 19:00:00,2,19,7113.03,Grid,0,26.4,4703,2987.47,1991.65,640.17,640.17,426.78,426.78
2026-02-13 20:00:00,2,20,4332.73,Grid,0,25.4,3071,1819.75,1213.16,389.95,389.95,259.96,259.96
2026-02-13 21:00:00,2,21,3366.22,Generator,1,23.9,2941,1413.81,942.54,302.96,302.96,201.97,201.97
2026-02-13 22:00:00,2,22,948.87,Grid,0,23.2,0,398.53,265.68,85.4,85.4,56.93,56.93
2026-02-13 23:00:00,2,23,940.86,Grid,0,19.8,0,395.16,263.44,84.68,84.68,56.45,56.45
2026-02-14 00:00:00,2,0,840.86,Generator,1,20.3,0,353.16,235.44,75.68,75.68,50.45,50.45
2026-02-14 01:00:00,2,1,983.53,Grid,0,18.4,0,413.08,275.39,88.52,88.52,59.01,59.01
2026-02-14 02:00:00,2,2,961.25,Grid,0,17.8,0,403.73,269.15,86.51,86.51,57.68,57.68
2026-02-14 03:00:00,2,3,962.68,Grid,0,16.5,0,404.33,269.55,86.64,86.64,57.76,57.76
2026-02-14 04:00:00,2,4,976.99,Grid,0,17.8,0,410.33,273.56,87.93,87.93,58.62,58.62
2026-02-14 05:00:00,2,5,934.03,Grid,0,15.7,0,392.29,261.53,84.06,84.06,56.04,56.04
2026-02-14 06:00:00,2,6,990.94,Grid,0,16.6,0,416.19,277.46,89.18,89.18,59.46,59.46
2026-02-14 07:00:00,2,7,932.63,Grid,0,18.3,0,391.71,261.14,83.94,83.94,55.96,55.96
2026-02-14 08:00:00,2,8,2388.59,Grid,0,20.1,0,1003.21,668.8,214.97,214.97,143.32,143.32
2026-02-14 09:00:00,2,9,4336.54,Generator,1,21.0,5329,1821.35,1214.23,390.29,390.29,260.19,260.19
2026-02-14 10:00:00,2,10,4762.08,Grid,0,23.2,5267,2000.07,1333.38,428.59,428.59,285.72,285.72
2026-02-14 11:00:00,2,11,5247.49,Grid,0,24.7,5486,2203.95,1469.3,472.27,472.27,314.85,314.85
2026-02-14 12:00:00,2,12,7824.21,Grid,0,26.1,7402,3286.17,2190.78,704.18,704.18,469.45,469.45
2026-02-14 13:00:00,2,13,8308.41,Grid,0,27.3,7260,3489.53,2326.35,747.76,747.76,498.5,498.5
2026-02-14 14:00:00,2,14,7847.98,Grid,0,26.0,7488,3296.15,2197.44,706.32,706.32,470.88,470.88
2026-02-14 15:00:00,2,15,6350.56,Grid,0,28.2,5267,2667.24,1778.16,571.55,571.55,381.03,381.03
2026-02-14 16:00:00,2,16,6697.2,Grid,0,28.5,5439,2812.82,1875.22,602.75,602.75,401.83,401.83
2026-02-14 17:00:00,2,17,10402.53,Grid,0,29.1,8159,4369.06,2912.71,936.23,936.23,624.15,624.15
2026-02-14 18:00:00,2,18,8773.03,Grid,0,26.2,8242,3684.67,2456.45,789.57,789.57,526.38,526.38
2026-02-14 19:00:00,2,19,9912.71,Grid,0,29.3,7697,4163.34,2775.56,892.14,892.14,594.76,594.76
2026-02-14 20:00:00,2,20,5121.63,Grid,0,25.2,5187,2151.09,1434.06,460.95,460.95,307.3,307.3
2026-02-14 21:00:00,2,21,4357.48,Generator,1,24.3,5222,1830.14,1220.09,392.17,392.17,261.45,261.45
2026-02-14 22:00:00,2,22,917.99,Grid,0,21.2,0,385.56,257.04,82.62,82.62,55.08,55.08
2026-02-14 23:00:00,2,23,987.1,Grid,0,20.3,0,414.58,276.39,88.84,88.84,59.23,59.23
2026-02-15 00:00:00,2,0,969.04,Grid,0,19.4,0,407.0,271.33,87.21,87.21,58.14,58.14
2026-02-15 01:00:00,2,1,931.41,Grid,0,17.4,0,391.19,260.8,83.83,83.83,55.88,55.88
2026-02-15 02:00:00,2,2,938.73,Grid,0,17.1,0,394.26,262.84,84.49,84.49,56.32,56.32
2026-02-15 03:00:00,2,3,984.36,Grid,0,16.3,0,413.43,275.62,88.59,88.59,59.06,59.06
2026-02-15 04:00:00,2,4,942.69,Grid,0,16.3,0,395.93,263.95,84.84,84.84,56.56,56.56
2026-02-15 05:00:00,2,5,922.34,Grid,0,16.5,0,387.38,258.25,83.01,83.01,55.34,55.34
2026-02-15 06:00:00,2,6,921.19,Grid,0,16.1,0,386.9,257.93,82.91,82.91,55.27,55.27
2026-02-15 07:00:00,2,7,937.26,Grid,0,17.1,0,393.65,262.43,84.35,84.35,56.24,56.24
2026-02-15 08:00:00,2,8,2229.7,Grid,0,17.3,0,936.47,624.31,200.67,200.67,133.78,133.78
2026-02-15 09:00:00,2,9,4709.79,Grid,0,20.0,5209,1978.11,1318.74,423.88,423.88,282.59,282.59
2026-02-15 10:00:00,2,10,4671.65,Grid,0,21.6,5167,1962.09,1308.06,420.45,420.45,280.3,280.3
2026-02-15 11:00:00,2,11,4851.27,Grid,0,23.0,5365,2037.53,1358.36,436.61,436.61,291.08,291.08
2026-02-15 12:00:00,2,12,6851.87,Grid,0,24.6,7220,2877.78,1918.52,616.67,616.67,411.11,411.11
2026-02-15 13:00:00,2,13,8321.69,Grid,0,26.6,7632,3495.11,2330.07,748.95,748.95,499.3,499.3
2026-02-15 14:00:00,2,14,7114.99,Grid,0,25.3,7139,2988.3,1992.2,640.35,640.35,426.9,426.9
2026-02-15 15:00:00,2,15,6334.29,Grid,0,27.6,5424,2660.4,1773.6,570.09,570.09,380.06,380.06
2026-02-15 16:00:00,2,16,5904.71,Grid,0,26.8,5323,2479.98,1653.32,531.42,531.42,354.28,354.28
2026-02-15 17:00:00,2,17,9178.13,Grid,0,27.8,7778,3854.82,2569.88,826.03,826.03,550.69,550.69
2026-02-15 18:00:00,2,18,7640.78,Grid,0,25.3,7649,3209.13,2139.42,687.67,687.67,458.45,458.45
2026-02-15 19:00:00,2,19,7920.97,Grid,0,25.8,7632,3326.81,2217.87,712.89,712.89,475.26,475.26
2026-02-15 20:00:00,2,20,5351.14,Grid,0,25.5,5268,2247.48,1498.32,481.6,481.6,321.07,321.07
2026-02-15 21:00:00,2,21,5360.62,Grid,0,25.2,5412,2251.46,1500.97,482.46,482.46,321.64,321.64
2026-02-15 22:00:00,2,22,940.95,Grid,0,23.2,0,395.2,263.47,84.69,84.69,56.46,56.46
2026-02-15 23:00:00,2,23,987.79,Grid,0,20.6,0,414.87,276.58,88.9,88.9,59.27,59.27
2026-02-16 00:00:00,2,0,931.29,Grid,0,20.7,0,391.14,260.76,83.82,83.82,55.88,55.88
2026-02-16 01:00:00,2,1,954.73,Grid,0,17.7,0,400.99,267.32,85.93,85.93,57.28,57.28
2026-02-16 02:00:00,2,2,944.82,Grid,0,16.5,0,396.82,264.55,85.03,85.03,56.69,56.69
2026-02-16 03:00:00,2,3,952.35,Grid,0,17.3,0,399.99,266.66,85.71,85.71,57.14,57.14
2026-02-16 04:00:00,2,4,925.66,Grid,0,16.3,0,388.78,259.19,83.31,83.31,55.54,55.54
2026-02-16 05:00:00,2,5,956.7,Grid,0,14.9,0,401.82,267.88,86.1,86.1,57.4,57.4
2026-02-16 06:00:00,2,6,942.32,Grid,0,14.7,0,395.77,263.85,84.81,84.81,56.54,56.54
2026-02-16 07:00:00,2,7,926.9,Grid,0,18.6,0,389.3,259.53,83.42,83.42,55.61,55.61
2026-02-16 08:00:00,2,8,2233.17,Grid,0,18.1,0,937.93,625.29,200.99,200.99,133.99,133.99
2026-02-16 09:00:00,2,9,3930.4,Grid,0,19.7,3091,1650.77,1100.51,353.74,353.74,235.82,235.82
2026-02-16 10:00:00,2,10,3963.4,Grid,0,22.1,3117,1664.63,1109.75,356.71,356.71,237.8,237.8
2026-02-16 11:00:00,2,11,3783.55,Grid,0,24.0,2975,1589.09,1059.39,340.52,340.52,227.01,227.01
2026-02-16 12:00:00,2,12,5766.41,Grid,0,25.1,4163,2421.89,1614.59,518.98,518.98,345.98,345.98
2026-02-16 13:00:00,2,13,6102.76,Grid,0,25.4,4317,2563.16,1708.77,549.25,549.25,366.17,366.17
2026-02-16 14:00:00,2,14,6525.41,Grid,0,26.5,4273,2740.67,1827.12,587.29,587.29,391.52,391.52
2026-02-16 15:00:00,2,15,4676.75,Grid,0,27.1,2943,1964.24,1309.49,420.91,420.91,280.61,280.61
2026-02-16 16:00:00,2,16,4920.42,Grid,0,28.3,2880,2066.58,1377.72,442.84,442.84,295.23,295.23
2026-02-16 17:00:00,2,17,7813.6,Grid,0,28.2,4608,3281.71,2187.81,703.22,703.22,468.82,468.82
2026-02-16 18:00:00,2,18,6851.06,Grid,0,26.5,4495,2877.45,1918.3,616.6,616.6,411.06,411.06
2026-02-16 19:00:00,2,19,6195.28,Generator,1,26.0,4673,2602.02,1734.68,557.58,557.58,371.72,371.72
2026-02-16 20:00:00,2,20,3859.83,Grid,0,24.3,2954,1621.13,1080.75,347.38,347.38,231.59,231.59
2026-02-16 21:00:00,2,21,3813.99,Grid,0,22.8,2999,1601.88,1067.92,343.26,343.26,228.84,228.84
2026-02-16 22:00:00,2,22,977.3,Grid,0,22.0,0,410.47,273.64,87.96,87.96,58.64,58.64
2026-02-16 23:00:00,2,23,963.98,Grid,0,19.2,0,404.87,269.91,86.76,86.76,57.84,57.84
2026-02-17 00:00:00,2,0,978.02,Grid,0,20.2,0,410.77,273.85,88.02,88.02,58.68,58.68
2026-02-17 01:00:00,2,1,917.89,Grid,0,17.4,0,385.51,257.01,82.61,82.61,55.07,55.07
2026-02-17 02:00:00,2,2,943.11,Grid,0,19.2,0,396.11,264.07,84.88,84.88,56.59,56.59
2026-02-17 03:00:00,2,3,956.9,Grid,0,16.4,0,401.9,267.93,86.12,86.12,57.41,57.41
2026-02-17 04:00:00,2,4,919.5,Grid,0,16.1,0,386.19,257.46,82.75,82.75,55.17,55.17
2026-02-17 05:00:00,2,5,983.69,Grid,0,15.7,0,413.15,275.43,88.53,88.53,59.02,59.02
2026-02-17 06:00:00,2,6,825.7,Generator,1,15.3,0,346.79,231.2,74.31,74.31,49.54,49.54
2026-02-17 07:00:00,2,7,974.37,Grid,0,17.5,0,409.24,272.82,87.69,87.69,58.46,58.46
2026-02-17 08:00:00,2,8,2315.78,Grid,0,18.2,0,972.63,648.42,208.42,208.42,138.95,138.95
2026-02-17 09:00:00,2,9,3922.5,Grid,0,19.9,3085,1647.45,1098.3,353.02,353.02,235.35,235.35
2026-02-17 10:00:00,2,10,3906.0,Grid,0,22.3,3072,1640.52,1093.68,351.54,351.54,234.36,234.36
2026-02-17 11:00:00,2,11,3882.12,Grid,0,23.1,3053,1630.49,1086.99,349.39,349.39,232.93,232.93
2026-02-17 12:00:00,2,12,5138.57,Generator,1,24.4,4365,2158.2,1438.8,462.47,462.47,308.31,308.31
2026-02-17 13:00:00,2,13,6417.21,Grid,0,26.1,4328,2695.23,1796.82,577.55,577.55,385.03,385.03
2026-02-17 14:00:00,2,14,5915.33,Generator,1,26.5,4309,2484.44,1656.29,532.38,532.38,354.92,354.92
2026-02-17 15:00:00,2,15,4798.4,Grid,0,26.6,3126,2015.33,1343.55,431.86,431.86,287.9,287.9
2026-02-17 16:00:00,2,16,5454.79,Grid,0,28.7,3118,2291.01,1527.34,490.93,490.93,327.29,327.29
2026-02-17 17:00:00,2,17,6701.7,Grid,0,26.3,4441,2814.71,1876.48,603.15,603.15,402.1,402.1
2026-02-17 18:00:00,2,18,7635.35,Grid,0,27.5,4683,3206.85,2137.9,687.18,687.18,458.12,458.12
2026-02-17 19:00:00,2,19,6880.28,Grid,0,26.8,4428,2889.72,1926.48,619.22,619.22,412.82,412.82
2026-02-17 20:00:00,2,20,4248.83,Grid,0,26.0,2882,1784.51,1189.67,382.39,382.39,254.93,254.93
2026-02-17 21:00:00,2,21,4172.36,Grid,0,24.6,3133,1752.39,1168.26,375.51,375.51,250.34,250.34
2026-02-17 22:00:00,2,22,943.07,Grid,0,21.9,0,396.09,264.06,84.88,84.88,56.58,56.58
2026-02-17 23:00:00,2,23,943.35,Grid,0,19.6,0,396.21,264.14,84.9,84.9,56.6,56.6
2026-02-18 00:00:00,2,0,991.53,Grid,0,18.5,0,416.44,277.63,89.24,89.24,59.49,59.49
2026-02-18 01:00:00,2,1,920.44,Grid,0,16.6,0,386.58,257.72,82.84,82.84,55.23,55.23
2026-02-18 02:00:00,2,2,928.66,Grid,0,15.7,0,390.04,260.02,83.58,83.58,55.72,55.72
2026-02-18 03:00:00,2,3,951.76,Grid,0,16.5,0,399.74,266.49,85.66,85.66,57.11,57.11
2026-02-18 04:00:00,2,4,935.48,Grid,0,18.1,0,392.9,261.93,84.19,84.19,56.13,56.13
2026-02-18 05:00:00,2,5,976.75,Grid,0,15.8,0,410.24,273.49,87.91,87.91,58.61,58.61
2026-02-18 06:00:00,2,6,890.1,Generator,1,17.4,0,373.84,249.23,80.11,80.11,53.41,53.41
2026-02-18 07:00:00,2,7,915.97,Grid,0,18.5,0,384.71,256.47,82.44,82.44,54.96,54.96
2026-02-18 08:00:00,2,8,2326.56,Grid,0,17.3,0,977.16,651.44,209.39,209.39,139.59,139.59
2026-02-18 09:00:00,2,9,3953.13,Grid,0,18.9,3109,1660.32,1106.88,355.78,355.78,237.19,237.19
2026-02-18 10:00:00,2,10,3763.8,Grid,0,20.9,2960,1580.8,1053.87,338.74,338.74,225.83,225.83
2026-02-18 11:00:00,2,11,3863.73,Grid,0,24.5,2927,1622.76,1081.84,347.74,347.74,231.82,231.82
2026-02-18 12:00:00,2,12,5845.64,Grid,0,25.2,4186,2455.17,1636.78,526.11,526.11,350.74,350.74
2026-02-18 13:00:00,2,13,7044.01,Grid,0,28.0,4208,2958.48,1972.32,633.96,633.96,422.64,422.64
2026-02-18 14:00:00,2,14,6256.02,Grid,0,26.0,4245,2627.53,1751.69,563.04,563.04,375.36,375.36
2026-02-18 15:00:00,2,15,4932.24,Grid,0,27.6,3019,2071.54,1381.03,443.9,443.9,295.93,295.93
2026-02-18 16:00:00,2,16,5238.41,Grid,0,28.9,2968,2200.13,1466.75,471.46,471.46,314.3,314.3
2026-02-18 17:00:00,2,17,8272.76,Grid,0,29.0,4635,3474.56,2316.37,744.55,744.55,496.37,496.37
2026-02-18 18:00:00,2,18,7198.85,Grid,0,27.0,4572,3023.52,2015.68,647.9,647.9,431.93,431.93
2026-02-18 19:00:00,2,19,6862.04,Grid,0,27.1,4324,2882.06,1921.37,617.58,617.58,411.72,411.72
2026-02-18 20:00:00,2,20,4291.74,Grid,0,25.2,3085,1802.53,1201.69,386.26,386.26,257.5,257.5
2026-02-18 21:00:00,2,21,3700.28,Grid,0,22.6,2910,1554.12,1036.08,333.03,333.03,222.02,222.02
2026-02-18 22:00:00,2,22,932.88,Grid,0,22.1,0,391.81,261.21,83.96,83.96,55.97,55.97
2026-02-18 23:00:00,2,23,918.05,Grid,0,19.8,0,385.58,257.05,82.62,82.62,55.08,55.08
2026-02-19 00:00:00,2,0,958.72,Grid,0,17.3,0,402.66,268.44,86.29,86.29,57.52,57.52
2026-02-19 01:00:00,2,1,982.03,Grid,0,18.3,0,412.45,274.97,88.38,88.38,58.92,58.92
2026-02-19 02:00:00,2,2,936.54,Grid,0,16.7,0,393.35,262.23,84.29,84.29,56.19,56.19
2026-02-19 03:00:00,2,3,827.56,Generator,1,16.7,0,347.57,231.72,74.48,74.48,49.65,49.65
2026-02-19 04:00:00,2,4,986.89,Grid,0,14.5,0,414.5,276.33,88.82,88.82,59.21,59.21
2026-02-19 05:00:00,2,5,935.99,Grid,0,16.0,0,393.11,262.08,84.24,84.24,56.16,56.16
2026-02-19 06:00:00,2,6,944.64,Grid,0,17.2,0,396.75,264.5,85.02,85.02,56.68,56.68
2026-02-19 07:00:00,2,7,943.96,Grid,0,18.2,0,396.46,264.31,84.96,84.96,56.64,56.64
2026-02-19 08:00:00,2,8,2354.33,Grid,0,17.9,0,988.82,659.21,211.89,211.89,141.26,141.26
2026-02-19 09:00:00,2,9,3813.54,Grid,0,19.8,2999,1601.69,1067.79,343.22,343.22,228.81,228.81
2026-02-19 10:00:00,2,10,3935.34,Grid,0,21.4,3095,1652.84,1101.9,354.18,354.18,236.12,236.12
2026-02-19 11:00:00,2,11,3929.72,Grid,0,22.3,3090,1650.48,1100.32,353.67,353.67,235.78,235.78
2026-02-19 12:00:00,2,12,5937.68,Grid,0,25.4,4196,2493.83,1662.55,534.39,534.39,356.26,356.26
2026-02-19 13:00:00,2,13,6464.87,Grid,0,26.1,4366,2715.25,1810.16,581.84,581.84,387.89,387.89
2026-02-19 14:00:00,2,14,6729.69,Grid,0,27.2,4222,2826.47,1884.31,605.67,605.67,403.78,403.78
2026-02-19 15:00:00,2,15,4689.21,Grid,0,27.3,2921,1969.47,1312.98,422.03,422.03,281.35,281.35
2026-02-19 16:00:00,2,16,5799.05,Grid,0,29.7,3128,2435.6,1623.73,521.91,521.91,347.94,347.94
2026-02-19 17:00:00,2,17,7653.49,Grid,0,28.3,4480,3214.47,2142.98,688.81,688.81,459.21,459.21
2026-02-19 18:00:00,2,18,7355.84,Grid,0,27.4,4555,3089.45,2059.64,662.03,662.03,441.35,441.35
2026-02-19 19:00:00,2,19,6903.02,Grid,0,26.7,4456,2899.27,1932.84,621.27,621.27,414.18,414.18
2026-02-19 20:00:00,2,20,4218.68,Grid,0,25.4,2983,1771.85,1181.23,379.68,379.68,253.12,253.12
2026-02-19 21:00:00,2,21,3783.2,Grid,0,24.0,2975,1588.94,1059.3,340.49,340.49,226.99,226.99
2026-02-19 22:00:00,2,22,924.03,Grid,0,20.9,0,388.09,258.73,83.16,83.16,55.44,55.44
